Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Price per Unit (sold),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Sales_Velocity,Quantity_Sold_Hist_Mean,Sales_Velocity_Hist_Mean,Sales_Volatility_Hist,Capacity_Utilization,Sales_Trend_7d,Seasonal_Volatility,Stock_Efficiency
Curd,80.82,15.6725,5292.901799999999,7,62.69,2019,8,26,0,3,7,0,8.571428571428571,196.0,34.57142857142857,69.91022195694126,0.24793388429752067,207.28571428571428,124.4520493391122,8.571428571428571
Yogurt,987.93,6.9725,26278.938,27,27.89,2022,8,28,6,3,9,18,15.222222222222221,178.0,9.954545454545455,44.4674005868485,1.5291730086250634,186.0,11.206689153771064,0.845679012345679
Yogurt,72.2,11.455,3038.8980000000006,26,45.82,2021,1,4,0,1,20,6,0.3,178.0,9.954545454545455,44.4674005868485,0.030136986301369864,154.28571428571428,22.76546445517359,0.049999999999999996
Lassi,60.47,5.3825,1064.2720000000002,15,21.53,2022,10,3,0,4,15,0,3.466666666666667,192.0,15.75,49.63685879040302,0.2201058201058201,165.71428571428572,28.685058460461505,3.466666666666667
Lassi,887.2,17.235,62467.752,15,68.94,2022,11,11,4,4,15,0,19.333333333333332,192.0,15.75,49.63685879040302,1.2275132275132274,180.57142857142858,99.89887497072651,19.333333333333332
Curd,145.0,17.7375,10888.05,7,70.95,2021,12,30,3,4,7,0,14.428571428571429,196.0,34.57142857142857,69.91022195694126,0.41735537190082644,150.0,61.21557234920363,14.428571428571429
Curd,792.84,13.3025,44081.904,5,53.21,2019,3,2,5,1,5,0,135.6,196.0,34.57142857142857,69.91022195694126,3.9223140495867774,290.0,85.70308998374571,135.6
Curd,237.87,19.1825,17840.25,7,76.73,2019,11,7,3,4,7,0,17.0,196.0,34.57142857142857,69.91022195694126,0.49173553719008267,205.14285714285714,54.82630570341712,17.0
Ghee,980.43,8.3075,28873.6635,66,33.23,2020,8,23,6,3,53,13,17.547169811320753,188.0,6.563383492932056,43.34753878230251,2.673494521570599,330.42857142857144,52.379284671134336,1.3497822931785195
Buttermilk,735.02,16.915,49194.888600000006,14,67.66,2020,3,7,5,1,14,0,6.285714285714286,152.0,18.0,48.52413783860662,0.3492063492063492,102.42857142857143,35.24982003251589,6.285714285714286
Milk,45.54,7.975,1331.5895999999998,24,31.9,2020,11,24,1,4,24,0,0.875,202.0,29.043478260869566,164.33150316519354,0.030127245508982034,373.42857142857144,122.84842629047019,0.875
Ghee,739.51,6.075,17482.0164,66,24.3,2021,10,1,4,4,31,35,10.548387096774194,188.0,6.563383492932056,43.34753878230251,1.6071569043822425,254.14285714285714,18.81448534853301,0.3013824884792627
Cheese,395.11,2.68,5614.5131,89,10.72,2019,3,20,2,1,33,56,9.757575757575758,194.0,7.842105263157895,56.94558885722439,1.2442546268049623,217.71428571428572,10.058263399025437,0.17424242424242425
Buttermilk,889.71,15.95,58747.55130000001,8,63.8,2022,2,6,6,1,8,0,54.375,152.0,18.0,48.52413783860662,3.0208333333333335,349.7142857142857,26.256946246408635,54.375
Butter,728.55,2.955,8159.759999999999,38,11.82,2020,6,22,0,2,17,21,7.705882352941177,217.0,8.947368421052632,54.71471100437881,0.8612456747404844,251.42857142857142,16.70396021691645,0.3669467787114846
Butter,514.72,14.1975,29097.1216,30,56.79,2019,1,3,3,1,21,9,8.238095238095237,217.0,8.947368421052632,54.71471100437881,0.9207282913165267,323.6666666666667,62.264586095764265,0.9153439153439152
Milk,920.32,16.3625,64578.8544,1,65.45,2020,1,4,5,1,1,0,882.0,202.0,29.043478260869566,164.33150316519354,30.36826347305389,303.85714285714283,177.43517510271528,882.0
Paneer,723.16,13.2475,38363.638,9,52.99,2021,11,22,0,4,9,0,14.222222222222221,182.0,18.88888888888889,39.60277158687125,0.7529411764705882,287.0,29.968284627314485,14.222222222222221
Buttermilk,599.73,24.22,58191.801900000006,12,96.88,2022,10,16,6,4,6,6,48.5,152.0,18.0,48.52413783860662,2.6944444444444446,184.71428571428572,28.267949442713956,8.083333333333334
Ice Cream,385.19,12.9575,20037.5838,29,51.83,2021,12,8,2,4,29,0,8.482758620689655,177.0,9.125,72.25225364557888,0.9296173830892773,296.0,113.16620060215111,8.482758620689655
Lassi,134.21,23.5825,12605.0032,16,94.33,2020,6,1,0,2,16,0,4.1875,192.0,15.75,49.63685879040302,0.26587301587301587,214.42857142857142,23.51479496534756,4.1875
Curd,80.44,24.85,7882.315599999999,6,99.4,2021,8,23,0,3,5,1,2.8,196.0,34.57142857142857,69.91022195694126,0.0809917355371901,213.57142857142858,124.4520493391122,2.8
Ghee,220.73,7.75,7122.9571000000005,142,31.0,2019,4,18,3,2,15,127,8.4,188.0,6.563383492932056,43.34753878230251,1.279827700003474,349.42857142857144,70.70925070088025,0.06614173228346457
Ghee,136.55,9.565,4842.063,140,38.26,2020,7,18,5,3,35,105,3.857142857142857,188.0,6.563383492932056,43.34753878230251,0.5876759846954727,257.2857142857143,17.020182178662996,0.036734693877551024
Cheese,627.29,7.45,18147.4997,30,29.8,2020,9,16,2,3,15,15,31.0,194.0,7.842105263157895,56.94558885722439,3.9530201342281877,304.7142857142857,116.58518894484398,2.066666666666667
Curd,219.46,5.34,3978.8098,5,21.36,2021,1,23,5,1,5,0,28.6,196.0,34.57142857142857,69.91022195694126,0.8272727272727274,389.14285714285717,44.43556072012025,28.6
Lassi,100.3,23.575,9284.771,12,94.3,2020,9,25,4,3,12,0,5.916666666666667,192.0,15.75,49.63685879040302,0.37566137566137564,169.14285714285714,17.847609133710655,5.916666666666667
Butter,461.02,20.1875,37785.1992,29,80.75,2019,7,20,5,3,29,0,6.172413793103448,217.0,8.947368421052632,54.71471100437881,0.6898580121703854,287.7142857142857,21.99658905696661,6.172413793103448
Ghee,69.32,11.035,3219.2208,108,44.14,2019,6,4,1,2,44,64,0.7954545454545454,188.0,6.563383492932056,43.34753878230251,0.12119580492457138,271.2857142857143,11.383149855574802,0.012428977272727272
Ghee,93.19,23.205,8325.5946,115,92.82,2020,7,13,0,3,6,109,12.5,188.0,6.563383492932056,43.34753878230251,1.9045055059575502,262.42857142857144,17.020182178662996,0.11467889908256881
Yogurt,905.39,2.2275,12376.6813,29,8.91,2020,9,20,6,3,29,0,16.482758620689655,178.0,9.954545454545455,44.4674005868485,1.655802235868367,365.85714285714283,62.732106962083954,16.482758620689655
Ice Cream,381.81,10.4975,14592.7782,29,41.99,2022,10,16,6,4,29,0,2.793103448275862,177.0,9.125,72.25225364557888,0.3060935285781767,165.28571428571428,18.891856211250676,2.793103448275862
Milk,165.32,6.62,4233.8452,2,26.48,2019,5,9,3,2,2,0,78.5,202.0,29.043478260869566,164.33150316519354,2.7028443113772456,217.85714285714286,130.0079689939997,78.5
Milk,535.48,15.0375,32139.5096,1,60.15,2019,9,25,2,3,1,0,356.0,202.0,29.043478260869566,164.33150316519354,12.257485029940119,152.28571428571428,148.8031919194186,356.0
Buttermilk,194.98,19.095,14759.986,9,76.38,2022,6,29,2,2,9,0,8.333333333333334,152.0,18.0,48.52413783860662,0.46296296296296297,170.14285714285714,69.05672210132221,8.333333333333334
Yogurt,977.9,24.445,94083.759,29,97.78,2020,11,22,6,4,19,10,27.57894736842105,178.0,9.954545454545455,44.4674005868485,2.770487863494352,320.85714285714283,19.4285256618971,2.757894736842105
Curd,33.85,6.0325,911.5805,5,24.13,2019,11,28,3,4,5,0,3.4,196.0,34.57142857142857,69.91022195694126,0.09834710743801654,243.57142857142858,54.82630570341712,3.4
Paneer,112.56,23.2875,10650.4272,14,93.15,2021,9,13,0,3,5,9,12.6,182.0,18.88888888888889,39.60277158687125,0.6670588235294118,205.0,25.485395791201146,1.4
Lassi,184.92,12.18,8757.8112,16,48.72,2021,4,27,1,2,16,0,9.5625,192.0,15.75,49.63685879040302,0.6071428571428571,302.14285714285717,31.953760258846977,9.5625
Curd,557.3,17.855,39211.628,7,71.42,2021,9,28,1,3,7,0,28.428571428571427,196.0,34.57142857142857,69.91022195694126,0.8223140495867769,307.57142857142856,37.456094832772834,28.428571428571427
Curd,484.47,18.8825,37948.5351,5,75.53,2021,8,6,4,3,5,0,80.8,196.0,34.57142857142857,69.91022195694126,2.3371900826446286,193.28571428571428,124.4520493391122,80.8
Buttermilk,337.03,23.8025,31842.5944,11,95.21,2022,1,20,3,1,11,0,22.454545454545453,152.0,18.0,48.52413783860662,1.2474747474747474,220.85714285714286,22.264104527925333,22.454545454545453
Lassi,170.46,22.54,14691.9474,15,90.16,2019,4,16,1,2,15,0,10.066666666666666,192.0,15.75,49.63685879040302,0.6391534391534391,225.85714285714286,31.953760258846977,10.066666666666666
Ice Cream,328.34,7.38,8497.439199999999,26,29.52,2020,3,7,5,1,13,13,19.46153846153846,177.0,9.125,72.25225364557888,2.1327713382507905,231.0,27.98014051352803,1.497041420118343
Ghee,345.34,16.135,22305.5106,97,64.54,2020,3,13,4,1,11,86,14.272727272727273,188.0,6.563383492932056,43.34753878230251,2.1745990140751665,190.71428571428572,31.03633279344621,0.1659619450317125
Cheese,300.73,18.89,21962.3119,47,75.56,2021,2,28,6,1,5,42,43.2,194.0,7.842105263157895,56.94558885722439,5.5087248322147655,130.14285714285714,19.956558294996615,1.0285714285714287
Milk,317.62,18.9625,24170.882,1,75.85,2019,11,4,0,4,1,0,274.0,202.0,29.043478260869566,164.33150316519354,9.434131736526945,329.14285714285717,122.84842629047019,274.0
Curd,641.52,6.945,19707.4944,6,27.78,2019,6,9,6,2,6,0,51.833333333333336,196.0,34.57142857142857,69.91022195694126,1.4993112947658402,293.0,98.47287847669386,51.833333333333336
Curd,974.02,21.8675,81301.4494,7,87.47,2020,5,18,0,2,7,0,34.714285714285715,196.0,34.57142857142857,69.91022195694126,1.0041322314049588,212.85714285714286,52.09545269287577,34.714285714285715
Buttermilk,757.04,4.0025,10000.4984,7,16.01,2022,4,25,0,2,7,0,54.42857142857143,152.0,18.0,48.52413783860662,3.0238095238095237,245.42857142857142,25.655739225146082,54.42857142857143
Lassi,109.49,7.13,3312.0725,12,28.52,2020,12,23,2,4,12,0,7.583333333333333,192.0,15.75,49.63685879040302,0.48148148148148145,256.85714285714283,91.13330603354095,7.583333333333333
Paneer,500.21,24.4925,47865.0949,9,97.97,2020,4,26,6,2,9,0,42.666666666666664,182.0,18.88888888888889,39.60277158687125,2.2588235294117647,318.0,36.68841185457616,42.666666666666664
Ghee,991.49,4.1525,20385.0344,123,16.61,2022,7,3,6,3,31,92,4.225806451612903,188.0,6.563383492932056,43.34753878230251,0.643845732336617,174.28571428571428,17.020182178662996,0.04593267882187938
Milk,304.49,9.325,11509.722,1,37.3,2021,2,15,0,1,1,0,244.0,202.0,29.043478260869566,164.33150316519354,8.401197604790418,205.42857142857142,171.3047644048469,244.0
Yogurt,258.32,20.3025,21471.5584,29,81.21,2022,6,20,0,2,29,0,4.344827586206897,178.0,9.954545454545455,44.4674005868485,0.43646669815777045,214.14285714285714,57.62585415815926,4.344827586206897
Ice Cream,14.21,13.81,803.4334,29,55.24,2019,11,7,3,4,29,0,0.10344827586206896,177.0,9.125,72.25225364557888,0.011336797354747285,183.42857142857142,35.394577275590606,0.10344827586206896
Cheese,929.72,16.6625,64513.270800000006,89,66.65,2019,12,20,4,4,28,61,3.3214285714285716,194.0,7.842105263157895,56.94558885722439,0.4235378715244487,114.14285714285714,17.59842788346705,0.0544496487119438
Butter,43.56,7.61,1289.8116,37,30.44,2022,9,18,6,3,37,0,0.13513513513513514,217.0,8.947368421052632,54.71471100437881,0.015103338632750396,239.14285714285714,47.584352287615175,0.13513513513513514
Lassi,396.73,12.87,19169.9936,16,51.48,2019,6,11,1,2,12,4,28.333333333333332,192.0,15.75,49.63685879040302,1.7989417989417988,259.14285714285717,23.51479496534756,7.083333333333333
Yogurt,548.97,6.3225,14860.6179,25,25.29,2021,9,10,4,3,10,15,38.6,178.0,9.954545454545455,44.4674005868485,3.8776255707762557,340.14285714285717,62.732106962083954,2.5733333333333333
Buttermilk,537.13,20.9475,46789.3943,12,83.79,2021,5,4,1,2,12,0,7.416666666666667,152.0,18.0,48.52413783860662,0.41203703703703703,247.0,33.37481161025775,7.416666666666667
Buttermilk,152.8,14.44,9400.256,9,57.76,2018,11,20,1,4,9,0,12.333333333333334,152.0,18.0,48.52413783860662,0.6851851851851852,111.0,33.407441708270284,12.333333333333334
Butter,34.65,17.875,2594.592,33,71.5,2021,9,11,5,3,33,0,1.0303030303030303,217.0,8.947368421052632,54.71471100437881,0.11515151515151514,359.14285714285717,47.584352287615175,1.0303030303030303
Yogurt,500.63,23.41,46793.8861,22,93.64,2021,10,7,3,4,21,1,4.523809523809524,178.0,9.954545454545455,44.4674005868485,0.45444661883018045,323.85714285714283,24.054204233543757,4.523809523809524
Butter,572.47,8.0875,17763.7441,35,32.35,2020,4,26,6,2,35,0,12.885714285714286,217.0,8.947368421052632,54.71471100437881,1.4401680672268906,233.0,139.69796862977364,12.885714285714286
Milk,8.26,20.755,670.7946,27,83.02,2019,12,15,6,4,22,5,0.22727272727272727,202.0,29.043478260869566,164.33150316519354,0.007825258573761568,209.14285714285714,160.85683220493374,0.045454545454545456
Ghee,434.35,9.915,17061.268,131,39.66,2021,10,6,2,4,53,78,1.4150943396226414,188.0,6.563383492932056,43.34753878230251,0.21560439690085476,352.42857142857144,18.81448534853301,0.018142235123367198
Milk,474.75,4.305,8189.4375,25,17.22,2020,10,8,3,4,25,0,9.08,202.0,29.043478260869566,164.33150316519354,0.31263473053892216,272.0,82.78913031246772,9.08
Cheese,589.92,17.1375,42556.8288,55,68.55,2022,2,8,1,1,10,45,53.5,194.0,7.842105263157895,56.94558885722439,6.822147651006712,375.42857142857144,19.956558294996615,1.1888888888888889
Ghee,606.51,9.685,26528.7474,128,38.74,2021,11,23,1,4,17,111,20.11764705882353,188.0,6.563383492932056,43.34753878230251,3.0651335672352102,114.71428571428571,22.91103110926069,0.18124006359300476
Lassi,561.44,18.55,38952.7072,16,74.2,2019,5,20,0,2,5,11,33.2,192.0,15.75,49.63685879040302,2.107936507936508,258.7142857142857,15.13846513507707,3.0181818181818185
Paneer,614.13,8.24,20204.877,13,32.96,2019,5,10,4,2,6,7,25.5,182.0,18.88888888888889,39.60277158687125,1.3499999999999999,304.42857142857144,67.12940603786501,3.642857142857143
Butter,508.41,25.07,50759.65440000001,38,100.28,2022,2,26,5,1,13,25,6.0,217.0,8.947368421052632,54.71471100437881,0.6705882352941176,123.14285714285714,9.341512894137912,0.24
Lassi,673.84,3.645,7297.6872,15,14.58,2020,7,16,3,3,10,5,17.6,192.0,15.75,49.63685879040302,1.1174603174603175,181.71428571428572,23.072499488621748,3.5200000000000005
Butter,680.07,11.9225,32690.964900000003,30,47.69,2021,6,18,4,2,9,21,50.22222222222222,217.0,8.947368421052632,54.71471100437881,5.613071895424836,175.85714285714286,16.70396021691645,2.3915343915343916
Ice Cream,727.64,3.575,10485.2924,25,14.3,2021,8,4,2,3,25,0,25.28,177.0,9.125,72.25225364557888,2.7704109589041095,345.0,165.4885276378345,25.28
Paneer,245.72,23.3975,23972.4432,8,93.59,2019,11,16,5,4,8,0,0.625,182.0,18.88888888888889,39.60277158687125,0.03308823529411765,123.28571428571429,29.968284627314485,0.625
Ghee,615.81,3.6175,10733.5683,143,14.47,2019,3,13,2,1,7,136,46.0,188.0,6.563383492932056,43.34753878230251,7.008580261923785,350.57142857142856,31.03633279344621,0.3382352941176471
Butter,362.45,20.015,29108.3595,27,80.06,2021,7,5,0,3,19,8,16.473684210526315,217.0,8.947368421052632,54.71471100437881,1.8411764705882352,363.0,21.99658905696661,2.0592105263157894
Buttermilk,237.24,9.535,9043.5888,8,38.14,2021,4,4,6,2,8,0,3.125,152.0,18.0,48.52413783860662,0.1736111111111111,172.0,25.655739225146082,3.125
Buttermilk,948.97,10.96,46025.045,14,43.84,2021,11,15,0,4,13,1,43.69230769230769,152.0,18.0,48.52413783860662,2.427350427350427,313.7142857142857,33.407441708270284,43.69230769230769
Butter,269.81,25.0125,26462.9648,29,100.05,2021,2,25,3,1,29,0,8.89655172413793,217.0,8.947368421052632,54.71471100437881,0.9943204868154158,238.0,9.341512894137912,8.89655172413793
Butter,78.3,12.435,4134.24,29,49.74,2022,1,2,6,1,29,0,0.3793103448275862,217.0,8.947368421052632,54.71471100437881,0.042393509127789046,306.0,62.264586095764265,0.3793103448275862
Buttermilk,784.25,12.9375,39079.1775,8,51.75,2019,4,21,6,2,8,0,69.75,152.0,18.0,48.52413783860662,3.875,261.85714285714283,25.655739225146082,69.75
Ghee,845.75,6.7475,26209.7925,130,26.99,2021,10,3,6,4,22,108,16.772727272727273,188.0,6.563383492932056,43.34753878230251,2.5555001152666765,350.0,18.81448534853301,0.1553030303030303
Yogurt,154.52,19.855,12037.108000000002,25,79.42,2022,7,31,6,3,25,0,3.12,178.0,9.954545454545455,44.4674005868485,0.3134246575342466,213.71428571428572,21.542638229962574,3.12
Milk,343.98,22.6025,32265.324,1,90.41,2021,7,5,0,3,1,0,11.0,202.0,29.043478260869566,164.33150316519354,0.37874251497005984,183.42857142857142,175.07374573385908,11.0
Buttermilk,513.67,22.5425,43975.2887,9,90.17,2022,5,18,2,2,9,0,45.55555555555556,152.0,18.0,48.52413783860662,2.5308641975308643,167.42857142857142,33.37481161025775,45.55555555555556
Ghee,680.47,21.845,58159.7709,120,87.38,2020,7,19,6,3,26,94,7.8076923076923075,188.0,6.563383492932056,43.34753878230251,1.1895834391057931,201.0,17.020182178662996,0.08306055646481178
Paneer,323.55,15.215,19755.963,14,60.86,2022,9,27,1,3,14,0,7.571428571428571,182.0,18.88888888888889,39.60277158687125,0.40084033613445375,170.28571428571428,25.485395791201146,7.571428571428571
Curd,922.69,21.1525,80034.1306,5,84.61,2019,3,20,2,1,5,0,54.4,196.0,34.57142857142857,69.91022195694126,1.5735537190082647,135.57142857142858,85.70308998374571,54.4
Ghee,97.03,8.2425,3117.5739000000003,113,32.97,2019,7,7,6,3,16,97,3.625,188.0,6.563383492932056,43.34753878230251,0.5523065967276897,181.28571428571428,17.020182178662996,0.037371134020618556
Milk,660.88,4.94,9800.8504,28,19.76,2021,6,26,5,2,28,0,0.5,202.0,29.043478260869566,164.33150316519354,0.01721556886227545,244.28571428571428,209.1669373214938,0.5
Butter,727.6,9.7475,31075.796,29,38.99,2021,3,21,6,1,29,0,9.931034482758621,217.0,8.947368421052632,54.71471100437881,1.1099391480730223,325.14285714285717,39.693180755752905,9.931034482758621
Ice Cream,882.26,17.07,58423.2572,26,68.28,2021,11,24,2,4,26,0,30.153846153846153,177.0,9.125,72.25225364557888,3.304531085353003,252.57142857142858,35.394577275590606,30.153846153846153
Buttermilk,102.05,12.64,5343.338,14,50.56,2019,12,12,3,4,14,0,1.1428571428571428,152.0,18.0,48.52413783860662,0.06349206349206349,267.85714285714283,116.58366916634911,1.1428571428571428
Buttermilk,195.03,10.9175,9439.452,9,43.67,2021,10,2,5,4,9,0,9.11111111111111,152.0,18.0,48.52413783860662,0.5061728395061729,250.85714285714286,28.267949442713956,9.11111111111111
Butter,66.6,17.43,4649.346,36,69.72,2021,11,19,4,4,4,32,12.0,217.0,8.947368421052632,54.71471100437881,1.3411764705882352,401.14285714285717,19.502974393672847,0.375
Cheese,535.91,9.0975,18703.259,30,36.39,2021,9,4,5,3,14,16,2.857142857142857,194.0,7.842105263157895,56.94558885722439,0.36433365292425696,466.0,116.58518894484398,0.17857142857142858
Curd,882.33,13.7075,52304.5224,7,54.83,2020,4,5,6,2,7,0,77.0,196.0,34.57142857142857,69.91022195694126,2.227272727272727,369.0,85.27441325591596,77.0
Yogurt,428.54,11.7625,20552.778400000003,21,47.05,2022,2,28,0,1,4,17,51.0,178.0,9.954545454545455,44.4674005868485,5.123287671232877,331.7142857142857,39.17944504614831,3.0
Butter,746.15,19.025,57804.2405,25,76.1,2019,2,13,2,1,24,1,12.708333333333334,217.0,8.947368421052632,54.71471100437881,1.4203431372549018,280.0,9.341512894137912,12.708333333333334
Yogurt,558.58,17.11,35548.031200000005,21,68.44,2020,5,7,3,2,21,0,0.23809523809523808,178.0,9.954545454545455,44.4674005868485,0.023918243096325287,233.14285714285714,76.6816846453667,0.23809523809523808
Milk,98.65,1.695,1126.583,28,6.78,2020,9,3,3,3,28,0,1.8928571428571428,202.0,29.043478260869566,164.33150316519354,0.06517322497861419,158.57142857142858,148.8031919194186,1.8928571428571428
Yogurt,735.3,18.935,58757.823,27,75.74,2020,8,17,0,3,25,2,18.04,178.0,9.954545454545455,44.4674005868485,1.8122374429223744,237.71428571428572,11.206689153771064,9.02
Paneer,545.27,25.8925,53867.223300000005,11,103.57,2020,12,2,2,4,11,0,48.63636363636363,182.0,18.88888888888889,39.60277158687125,2.574866310160428,291.42857142857144,41.899535739905225,48.63636363636363
Butter,38.59,24.775,3722.3914,36,99.1,2022,5,8,6,2,13,23,0.6923076923076923,217.0,8.947368421052632,54.71471100437881,0.07737556561085972,184.57142857142858,41.44417673170085,0.030100334448160536
Butter,701.2,14.14,37149.576,36,56.56,2020,8,19,2,3,36,0,14.805555555555555,217.0,8.947368421052632,54.71471100437881,1.6547385620915032,237.42857142857142,73.83495093260214,14.805555555555555
